,Name,Address,Lat,Log,입점수,광역시도,시도
22,위례2차아이파크점, 서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층 ,37.478618817,127.14375921860001,1,서울특별시,송파구
23,신논현역2번출구점, 서울시 서초구 강남대로 475 2층 ,37.5047249562,127.0238588898,1,서울특별시,서초구
24,합정푸르지오점, 서울특별시 마포구 월드컵로 3길 14,37.5510094108,126.91164854350001,1,서울특별시,마포구
25,현대시티몰가든파이브점, 서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층 ,37.477613041,127.12496289639999,1,서울특별시,송파구
26,여의도SK증권빌딩점, 서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층 ,37.5197450229,126.92806510700001,1,서울특별시,영등포구
27,구의삼성쉐르빌점, 서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층 ,37.5398571742,127.09489645549999,1,서울특별시,광진구
28,강북구청앞점, 서울특별시 강북구 한천로 139길 25,37.6390953704,127.0257236595,1,서울특별시,강북구
29,도곡동지오빌딩점, 서울특별시 강남구 도곡동 543-1,37.4922392747,127.04167599700001,1,서울특별시,강남구
30,몽촌토성역점, 서울시 송파구 방이동 44-2,37.516930786799996,127.1127803263,1,서울특별시,송파구
31,종각역점, 서울시 종로구 종로 70 2층 ,37.5699120126,126.9851714234,1,서울특별시,종로구
32,합정역점, 서울시 마포구 독막로 13,37.548813481399996,126.9150641404,1,서울특별시,마포구
33,노원역점, 서울시 노원구 노해로 490,37.654409200100005,127.06240945219999,1,서울특별시,노원구
34,강동경희대병원앞점, 서울특별시 강동구 동남로 885 양지빌딩 1층 ,37.5526549472,127.15597418040001,1,서울특별시,강동구
35,상봉역점, 서울특별시 중랑구 망우로 291 1층 ,37.5964473768,127.0847906791,1,서울특별시,중랑구
36,문정역엠스테이트점, 서울 송파구 문정동 643-1번지 엠스테이트 B동 지하1층 ,37.486054197399994,127.12101051110001,1,서울특별시,송파구
37,송파파크하비오점, 서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113 ,37.479667394946425,127.12491204911528,1,서울특별시,송파구
38,서초부띠크모나코점, 서울특별시 서초구 서초대로 397 부띠크모나코 1층 ,37.4974338814,127.0245169907,1,서울특별시,서초구
39,강남역12번출구점, 서울특별시 강남구 테헤란로 111 2층 ,37.498881615,127.0292807277,1,서울특별시,강남구
40,송파파크하비오B1점, 서울특별시 송파구 송파대로 111,37.4796673949,127.1249120491,1,서울특별시,송파구
41, 홍대역8번출구점, 서울시 마포구 양화로18안길 7 2층 ,37.5568283344,126.92508691329999,1,서울특별시,마포구
42,천호역점, 서울시 강동구 올림픽로 659 쌍용플래티넘리버 1층 ,37.5403063842,127.1235648143,1,서울특별시,강동구
43,잠원논현역점, 서울시 서초구 신반포로47길 5 건물전체 1~3층 ,37.5109607184,127.01944973450001,1,서울특별시,서초구
44,역삼동태광타워점, 서울시 강남구 역삼동 718-20  태광타워 1층 ,37.5010229051,127.0398849909,1,서울특별시,강남구
45,문래동점, 서울시 영등포구 문래동6가 5번지 1층 ,37.519646334899996,126.8890435931,1,서울특별시,영등포구
46,매헌역점, 서울시 서초구 동산로 1  1층 ,37.46900819,127.0401392782,1,서울특별시,서초구
47,대치사거리점, 서울시 강남구 삼성로 352 창진빌딩 1층 및 2층 ,37.503043933899995,127.05907136629999,1,서울특별시,강남구
48,서초역1번출구점, 서울시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호 ,37.4919759673,127.0091728486,1,서울특별시,서초구
49,장안점, 서울시 동대문구 장안동 372-1,37.5709478606,127.0704989682,1,서울특별시,동대문구
50,연대동문회관점, 서울시 서대문구 대신동 50-5 1층,37.563094983,126.9432490802,1,서울특별시,서대문구
51,상암DDMC점, 서울시 마포구 상암동 1610번지 DDMC 지하 1층 ,37.5784526551,126.89291414430001,1,서울특별시,마포구
52,강서그랜드아이파크점, 서울시 강서구 화곡6동 1095번지 1층 ,37.554855494899996,126.8512506837,1,서울특별시,강서구
53,신논현역점, 서울특별시 강남구 봉은사로108 글라스톤빌딩1층 ,37.504533580403496,127.025591466622,1,서울특별시,강남구
54,대치동나무병원점, 서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5) ,37.49925872295629,127.06763144450501,1,서울특별시,강남구
55,구로AK플라자점, 서울특별시 구로구 구로중앙로 152 (구로동) AK플라자구로점1층 ,37.5011588838246,126.88277403171699,1,서울특별시,구로구
56,상암한국지역정보개발원점, 서울시 마포구 성암로301 KLID한국지역정보개발원 1층 ,37.582470068665295,126.887936022633,1,서울특별시,마포구
57,포스코옆삼성로86길점, 서울특별시 강남구 삼성로86길 11 거봉빌딩 1층 ,37.5058951024001,127.058290971152,1,서울특별시,강남구
58,삼성역글라스타워뒷점, 서울시 강남구 영동대로85길 9 (대치동) 서전빌딩1층 ,37.507056,127.06288700000002,1,서울특별시,강남구
59,예술의전당앞점, 서울특별시 서초구 반포대로4(서초동) 2층,37.4812247584,127.0131829497,1,서울특별시,서초구
60,고대참살이길점, 서울시 성북구 인촌로24길 25 (안암동5가) 2층,37.585049554099996,127.02954541049999,1,서울특별시,성북구
61,올림픽공원북2문앞점, 서울시 강동구 강동대로193 1층 ,37.524347999999996,127.128258,1,서울특별시,강동구
62,명동M플라자점, 서울시 중구 명동8길 27(명동2가) ,37.562464,126.98513200000001,1,서울특별시,중구
63,을지로입구역점, 서울시 중구 남대문로10길 6 1,37.56684,126.983223,1,서울특별시,중구
64,오목교역사거리점, 서울시 양천구 오목로 350 목동썬텍씨티빌딩 1층,37.524127,126.87623300000001,1,서울특별시,양천구
65,석촌호수점, 서울시 송파구 석촌호수로 222 제이타워 1층 ,37.50701,127.10153600000001,1,서울특별시,송파구
66,용산아이파크몰점, 서울시 용산구 한강대로23길55 현대아이파크몰용산 서관6층 ,37.5297736038,126.96474274709999,1,서울특별시,용산구
67,낙성대역점, 서울시 관악구 남부순환로1909 1,37.478074,126.96159499999999,1,서울특별시,관악구
68,신천역점, 서울시 송파구 올림픽로100 효창타워1층 ,37.511377,127.081678,1,서울특별시,송파구
69,강남오토스퀘어점, 서울시 강남구 강남대로350 ,37.494207,127.029926,1,서울특별시,강남구
70,남양주화도DT점, 경기도 남양주시 화도읍 묵현리 411-4 ,37.6540579568603,127.27360642868629,1,경기도,남양주시
71,김포장기DT점, 경기도 김포시 태장로 819 ,37.63650617112272,126.67761386088402,1,경기도,김포시
72,부천북부역사거리점, 경기도 부천시 부천로25 ,37.48669502867506,126.78282064388227,1,경기도,부천시
73,하남신세계백화점 B1점, 경기도 하남시 미사대로 750,37.5454353155,127.2237408142,1,경기도,하남시
74,안양시청앞점, 경기도 안양시 동안구 시민대로 260,37.3935064523,126.9594131611,1,경기도,안양시
75,파주DT점, 경기도 파주시 문발로 131 ,37.706326205100005,126.686215991,1,경기도,파주시
76,광명아브뉴프랑점, 경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점 ,37.4171177525,126.88082207459999,1,경기도,광명시
77,분당차병원본관앞점, 경기도 성남시 분당구 야탑로64 DS타워 1층 ,37.4095024979,127.1259792084,1,경기도,성남시
78,수원인계DT점, 경기 수원시 인계동 967-4,37.2688869317,127.0264720701,1,경기도,수원시
79,동탄능동DT점, 경기도 화성시 능동 453-4,37.2109860946,127.0563509564,1,경기도,화성시
80,성균관대 자연과학캠퍼스점, 경기 수원시 장안구 서부로 2066,37.2950353892,126.9748766661,1,경기도,수원시
81,서수원이마트점, 경기도 수원시 권선구 수인로 291(구운동),37.2826287942,126.9701447216,1,경기도,수원시
82,성남신흥점, 경기도 성남시 수정구 수정로 190 (신흥동) ,37.443425058,127.1409797541,1,경기도,성남시
83,수원송죽DT점, 경기도 수원시 장안구 경수대로 989 ,37.305075568,127.0029236999,1,경기도,수원시
84,평택소사점, 경기도 평택시 평남로 862,37.0004688553,127.1115006493,1,경기도,평택시
85,화정중앙공원점, 경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호 ,37.6317396639,126.8329940164,1,경기도,고양시
86,안양1번가점, 경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층 ,37.399546094,126.9218962578,1,경기도,안양시
87,부천상동점, 경기도 부천시 길주로 111 센타플라자 1층 ,37.5063291292,126.7548871542,1,경기도,부천시
88,산본역점, 경기도 군포시 광정로58 1층 104호 및 2층 ,37.3585082814,126.9309825047,1,경기도,군포시
89,강남대점, 경기도 용인시 기흥구 강남로 3 강남앤플러스 1층 ,37.2710500739,127.1261314961,1,경기도,용인시
90,파주운정홈플러스점, 경기도 파주시 청암로 17번길 17 1층 ,37.7295687815,126.736760962,1,경기도,파주시
91,수지동천점, 경기 용인시 수지구 손곡로 95 송란빌딩 1층 ,37.3359670584,127.0918092493,1,경기도,용인시
92,수원망포역점, 경기도 수원시 영통구 영통로 214번길 8 1층 ,37.2462164627,127.05757189629999,1,경기도,수원시
93,부천역점, 경기도 부천시 부천로4 2층 ,37.4844689723,126.7834919157,1,경기도,부천시
94,수원역점, 경기도 수원시 팔달구 매산로 11,37.2674445894,127.0027238204,1,경기도,수원시
95,마두역점, 경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층 ,37.653093412,126.7766300932,1,경기도,고양시
96,평촌점, 경기도 안양시 동안구 시민대로327번길 6,37.3966479641,126.96696450280001,1,경기도,안양시
97,분당정자점, 경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층 ,37.3707100084,127.1056022078,1,경기도,성남시
98,판교알파돔시티점, 경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층 ,37.3935331,127.1090926,1,경기도,성남시
99,범계역로데오점, 경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층 ,37.3904948692,126.95352462142999,1,경기도,안양시
100,이천하이닉스점, 경기 이천시 부발읍 하이닉스반도체 ,37.250125,127.483494,1,경기도,이천시
101,광교아브뉴프랑점, 경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 1층 A122,37.2906734621,127.05051442690001,1,경기도,수원시
102,현대프리미엄아울렛 김포점, 경기 김포시 고촌읍 전호리 654번지 현대프리미엄아울렛김포3층 618호 ,37.599411389000004,126.785627905,1,경기도,김포시
103,남양연구소PT동점, 경기도 화성시 장덕동 현대연구소로150 현대자동차남양연구소 PT동 1층 ,37.1593989989,126.8135266524,1,경기도,화성시
104,오리역애플플라자점, 경기도 성남시 분당구 탄천상로151번길20 월드쇼핑 B동 1층 ,37.341613046,127.1066899683,1,경기도,성남시
105,현대자동차구리점, 경기도 구리시 검배로3 현대자동차1층 ,37.600714,127.14171999999999,1,경기도,구리시
106,현대자동차남양연구소C1식당점, 경기 화성시 장덕동 현대연구소로150 현대자동차남양연구소 C1구역식당1F ,37.163064,126.819721,1,경기도,화성시
107,일산원마운트점, 경기도 고양시 일산서구 한류월드로 300 원마운트스포츠몰 1층 ,37.664553197,126.7545264717,1,경기도,고양시
108,판교아브뉴프랑점, 경기도 성남시 분당구 동판교로177번길 25 ,37.3972828529,127.1135313808,1,경기도,성남시
109,수원인계점, 경기도 수원시 팔달구 권광로 195 학산빌딩1층  ,37.264912,127.03265800000001,1,경기도,수원시
110,현대자동차남양연구소점, 경기도 화성시 장덕동 현대연구소로150 현대자동차남양연구소 설계1동1F ,37.156633,126.81523600000001,1,경기도,화성시
111,일산킨텍스현대백화점점, 경기도 고양시 일산서구 대화동 2602 현대백화점킨텍스점 5F ,37.6679237282,126.75150042959999,1,경기도,고양시
112,동탄라마다호텔점, 경기도 화성시 노작로 199 동탄라마다호텔107호~111호 ,37.205806,127.074671,1,경기도,화성시
113,분당수내점, 경기도 성남시 분당구 황새울로 214번길8 MSPlaza내1층 ,37.378102,127.112298,1,경기도,성남시
114,분당차병원점, 경기도 성남시 분당구 야탑동354 분당차병원신관1층분당차1호 ,37.410983,127.12635,1,경기도,성남시
115,분당플라자점, 경기도 성남시 분당구 황새울로 326 서현빌딩상가내2층 ,37.385095,127.121857,1,경기도,성남시
116,분당서현점, 경기도 성남시 분당구 분당로53번길 11 1층2,37.384031,127.121541,1,경기도,성남시
117,중동현대백화점U-PLEX점, 경기도 부천시 원미구 길주로 180 현대백화점 B1-120,37.504277,126.762025,1,경기도,부천시
118,일산웨스턴돔2호점, 경기도 고양시 일산동구 정발산로 24 웨스턴돔 A-303 ,37.6558956887,126.77203881870001,1,경기도,고양시
119,일산웨스턴돔1호점, 경기도 고양시 일산동구 정발산로 24 I동103~203호 ,37.655701,126.771957,1,경기도,고양시
120,일산라페스타점, 경기도 고양시 일산동구 장항동 764 라페스타C동 ,37.6615687418,126.7685851841,1,경기도,고양시
121,영종도운서역점, 인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,37.4934191556,126.4914913908,1,인천광역시,중구
122,인천공항 제2여객터미널 입국점, 인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124) ,37.4688250913,126.4260985935,1,인천광역시,중구
123,송도트리플스트리트점,  인천 연수구 송도과학로 16번길 33-4 D동 119호,37.378659695100005,126.662841635,1,인천광역시,연수구
124,송도홈플러스점, 인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층 ,37.380163399999994,126.6559192,1,인천광역시,연수구
125,공항탑승동105gate앞점, 인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68 ,37.484815999999995,126.43961599999999,1,인천광역시,중구
126,공항탑승동130gate앞점, 인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-57 ,37.484815999999995,126.43961599999999,1,인천광역시,중구
127,부평문화의거리점, 인천광역시 부평구 시장로29 1,37.493484499999994,126.7256878,1,인천광역시,부평구
128,인천구월동점, 인천광역시 남동구 예술로 138 지상1,37.4462,126.700997,1,인천광역시,남동구
129,원주AK플라자점, 강원도 원주시 봉화로1 AK플라자원주점 1층 ,37.345679138899996,127.927643961,1,강원도,원주시
130,창원시티세븐점, 경남 창원시 의창구 원이대로 320 더시티세븐 1F Skycone 105호 ,35.2396660497,128.6544074678,1,경상남도,창원시
131,진주LH본사점, 경상남도 진주시 충의로 19 LH진주사옥 홍보관1층 ,35.178052799999996,128.1456869,1,경상남도,진주시
132,창원상남동점, 경남 창원시 성산구 중앙대로 104 마이우스오피스텔 123호 207호 ,35.223458,128.680805,1,경상남도,창원시
133,경주미탐시티점, 경상북도 경주시 엑스포로80(천군동)1층 ,35.836482000000004,129.293712,1,경상북도,경주시
134,포항영일대점, 경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호 ,36.061505,129.37967700000002,1,경상북도,포항시
135,광주상무역점, 광주 서구 상무중앙로 9,35.14776135013101,126.84791678633364,1,광주광역시,서구
136,대구중앙로점, 대구광역시 중구 중앙대로 412-18 ,35.869681,128.594826,1,대구광역시,중구
137,대전탄방동점, 대전시 서구 문정로76 1층 ,36.346393,127.387685,1,대전광역시,서구
138,대전둔산동점, 대전광역시 서구 둔산로26 소레빌딩 ,36.3516785075,127.37675242440001,1,대전광역시,서구
139,부산남포역점, 부산 중구 해관로 1 희남빌딩 1층 ,35.098976505723016,129.0356800336755,1,부산광역시,중구
140,해운대센텀호텔점, 부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호 ,35.16781201369681,129.13281858796313,1,부산광역시,해운대구
141,부산서면점, 부산 부산진구 서면로 62-1 에이스메디컬타워 1F ,35.1563058952,129.0580439206,1,부산광역시,부산진구
142,부산서면서전로점, 부산광역시 부산진구 서전로 12,35.157519531700004,129.0608660274,1,부산광역시,부산진구
143,부산정관점, 부산광역시 기장군 정관로 563 1층,35.321914539,129.1756365309,1,부산광역시,기장군
144,부산수영역점, 부산광역시 수영구 수영로 667 1층 ,35.1653580842,129.1144807659,1,부산광역시,수영구
145,해운대점, 부산시 해운대구 해운대 해변로277 다옴빌딩1층 ,35.1598877814,129.1615586611,1,부산광역시,해운대구
146,부산광복동점, 부산광역시 중구 창선동 2가 8-2 ,35.0994670342,129.0289990412,1,부산광역시,중구
147,울산현대백화점점, 울산광역시 남구 삼산로 261 현대백화점5층 ,35.539587,129.335854,1,울산광역시,남구
148,울산업스퀘어점, 울산광역시 남구 화합로 185 업스퀘어 1층 ,35.5413467705,129.3389018091,1,울산광역시,남구
149,천안신부동점, 충남 천안시 동남구 만남로 48(신부동) ,36.818578,127.157377,1,충청남도,천안시
150,고대세종캠퍼스점, 세종특별자치시 세종로 2511 고대세종캠퍼스호연학사4관1층 ,36.610712,127.288605,1,세종특별자치시,세종로
151,청주지웰시티점, 충북 청주시 흥덕구 대농로 17 지웰시티몰 1층 124-1,36.644033,127.42483100000001,1,충청북도,청주시
152,청주점, 충북 청주시 상당구 상당로69번길20 2~4층 ,36.635156,127.48893799999999,1,충청북도,청주시
